Genome ID	MC	previous MC used in Coral project	Ecosystem	name	contig number(NGS or nanopore	published	Collaborator	# contigs (NGS)	Completeness	Contamination	algae	Host	niche
GNM4617	MC126	MC126	coral	HKCCD5876	54.0	LuoLab	Luo Danli	54.0	97.99527288354103	6.900771481777068			
GNM3503	MC151	MC151	coral	HKCCD5857	106.0	LuoLab	Luo Danli	106.0	97.89750752041256	5.11439212556531			
BG10	MC152	MC152	coral	A35	14.0		Xie Mei	14.0	98.71221887981665	4.042298483639265			
GNM926926003632	MC222		natural sea area	CDSB013	41.0		Huang Yanyan	41.0	98.16541000898545	5.251174957878869			submerged
GNM926926003663	MC222		natural sea area	CDSC054	42.0		Huang Yanyan	42.0	98.16541000898545	5.018400283763412			submerged
GNM926926003641	MC238		natural sea area	CDSB113	41.0		Huang Yanyan	41.0	98.16541000898545	4.184828207174576			submerged
GNM003318255	MC146	MC146	coral	Ruegeria sp. A3M17	40.0	Others	-	40.0	98.07230013933923	3.672723924120572			
GNM926926003591	MC250		natural sea area	CDSA033	59.0		Huang Yanyan	59.0	98.15144352853852	3.784251130619846			submerged
GNM926926003756	MC224		marine ranching	YTSC230	28.0		Huang Yanyan	28.0	98.13437338577005	4.5218143123171055			submerged
GNM926926003638	MC224		natural sea area	CDSB086	29.0		Huang Yanyan	29.0	98.16541000898545	3.587134467022735			submerged
GNM926926003592	MC224		natural sea area	CDSA034	37.0		Huang Yanyan	37.0	98.16541000898545	4.194139194139194			submerged
GNM926926003669	MC224		natural sea area	CDSC068	27.0		Huang Yanyan	27.0	98.11288649277476	3.775144780731373			submerged
GNM926926003649	MC224		natural sea area	CDSC002	34.0		Huang Yanyan	34.0	98.16541000898545	4.543301205312379			submerged
GNM926926003650	MC224		natural sea area	CDSC015	39.0		Huang Yanyan	39.0	98.16541000898545	4.263971596373831			submerged
GNM926926003763	MC224		marine ranching	YTSC324	38.0		Huang Yanyan	38.0	97.88608040004688	3.730380420324554			submerged
FN8	MC221		mussel	mussel2-73	50.0		Xie Mei	50.0	98.16541000898545	3.123614436463599			subtidal
GNM926926003709	MC221		marine ranching	YTSA072	38.0		Huang Yanyan	38.0	98.16541000898545	3.123614436463599			submerged
GNM926926003645	MC221		natural sea area	CDSB122	59.0		Huang Yanyan	59.0	98.22127593077312	2.704620023055777			submerged
GNM926926003595	MC221		natural sea area	CDSA080	57.0		Huang Yanyan	57.0	98.22127593077312	2.704620023055777			submerged
GNM926926003700	MC221		marine ranching	YTSA025	53.0		Huang Yanyan	53.0	98.22127593077312	2.704620023055777			submerged
GNM001458195	MC81	MC81	coral	Ruegeria atlantica CECT 4292	75.0	Others	-	75.0	96.89446028831505	3.2260352930743994			
GNM900312795	MC294		coral	Ruegeria sp. AU67	44.0	Others	-	44.0	98.01356929848548	3.030504566817416			
GNM2606217183	MC294		coral	Ruegeria sp. AU67	44.0			44.0	98.03505619148078	3.030504566817416			
GNM001458095	MC143	MC143	coral	Ruegeria atlantica CECT 4293	67.0	Others	-	67.0	96.665803935357	4.110579054713132			
GNM926926003676	MC82		natural sea area	CDSC095	134.0		Huang Yanyan	134.0	97.14331757627848	4.349561053471668			submerged
GNM900143525	MC82	MC82	coral	Ruegeria sp. Alg231-54	35.0	Others	-	35.0	97.14331757627848	4.861665336525672			
GNM926926003643	MC222		natural sea area	CDSB117	70.0		Huang Yanyan	70.0	98.44473961792396	5.383080606544294			submerged
GNM926926003748	MC222		marine ranching	YTSC004	42.0		Huang Yanyan	42.0	98.22127593077312	4.250243859182406			submerged
GNM926926003627	MC222		natural sea area	CDSA246	58.0		Huang Yanyan	58.0	98.22127593077312	4.281280482397801			submerged
GNM926926003747	MC222		marine ranching	YTSC003	39.0		Huang Yanyan	39.0	98.22127593077312	4.343353728828589			submerged
GNM926926003635	MC222		natural sea area	CDSB029	59.0		Huang Yanyan	59.0	98.33766326783086	4.958748576067013			submerged
GNM526588000026	MC249		coral	1A07693	30.0		Shao Zongze	30.0	98.07409071375552	3.837456770417664			
BI12	MC32	MC32	coral	M3-100	10.0		Xie Mei	10.0	98.1768371293511	3.768732819012148			
GNM4289	MC32	MC32	coral	HKCCD6212	32.0	LuoLab	Luo Danli	32.0	98.1209712075634	4.2668706216192245			
GNM526588000025	MC32		coral	1A07692	20.0		Shao Zongze	20.0	98.08605500644607	3.9764394512997865			
GNM013033965	MC244		brown algae	HKCCA5752	48.0	LuoLab	Chu Xiao	48.0	98.3304684142673	4.878292098962491			submerged
CE8	MC40	MC40	coral	CE8	34.0		Luo Danli	34.0	98.37490721568932	5.4511224343626585			
FP10	MC40		mussel	CN-12	44.0		Xie Mei	44.0	98.37490721568932	6.1124412521060565			intertidal
BF12	MC40	MC40	coral	Y932	45.0		Xie Mei	45.0	98.37490721568932	6.1124412521060565			
GNM526588000331	MC243		bare flat	KE40	68.0		Christian Voolstra	68.0	98.40030081650194	7.31511040170258			intertidal
GNM022347725	MC237		coral	Ofav3-42  	56.0	Others	-	56.0	98.0278613379172	6.287320686762028			
FM10	MC251		oyster	oyster40	31.0		Xie Mei	31.0	96.75437225716554	3.146653160619641			subtidal
FP4	MC251		mussel	TS-13	41.0		Xie Mei	41.0	96.75437225716554	3.300284445535842			subtidal
GNM013035315	MC251		brown algae	HKCCA4777	23.0	LuoLab	Chu Xiao	23.0	97.16447891028896	3.4865041848282075			submerged
GNM526588002476	MC248		brown algae	HKCCA5785	30.0		Chu Xiao	30.0	98.3770233490904	3.114064706243477			submerged
GNM526588002508	MC252		brown algae	HKCCC2151	34.0		Chu Xiao	34.0	98.3770233490904	3.3933943151820243			submerged
FM6	MC296		oyster	oyster29	22.0		Xie Mei	22.0	97.18987251110156	3.0209548365972947			subtidal
BC3	MC116	MC116	coral	M5-I-2	26.0		Xie Mei	26.0	98.3770233490904	3.714623365461354			
GNM526588002484	MC116		brown algae	HKCCA6376	24.0		Chu Xiao	24.0	98.09769374015184	3.3328728999120054			submerged
GNM013035045	MC116		brown algae	HKCCA6269	29.0	LuoLab	Chu Xiao	29.0	97.8183641312133	2.6485153580125647			submerged
GNM526588002446	MC229		brown algae	HKCCA5333	26.0		Chu Xiao	26.0	98.30719094685575	3.630619845703644			submerged
GNM526588001441	MC229		brown algae	HKCCC1013	25.0		Chu Xiao	25.0	98.30719094685575	3.630619845703644			submerged
GNM526588001401	MC232		brown algae	HKCCA4851	22.0		Chu Xiao	22.0	97.69986066075452	3.20717457588966			submerged
GNM017743975	MC253		coral	Ruegeria sp. R14_0	26.0	Others	-	26.0	98.47013321873658	4.463492745615651			
GNM526588001753	MC26		bare flat	HKCCSP401	27.0		Ren Minglei	27.0	99.58745165449076	2.892391593508912			intertidal
CG4	MC26	MC26	coral	CG4	31.0		Luo Danli	31.0	99.55253545337344	2.815908486299548			
GNM526588001048	MC26		mangrove	HKCCE3903	21.0		Zhou Zhichao	21.0	99.55253545337344	2.5509887381395764			intertidal
GNM526588001638	MC26		bare flat	HKCCSP360	20.0		Ren Minglei	20.0	99.2732058444349	2.839629334042742			intertidal
GNM526588001620	MC26		bare flat	HKCCSP347	49.0		Ren Minglei	49.0	99.60840137516116	3.0646448523543497			intertidal
D1	MC26	MC26	coral	M5-26	48.0		Xie Mei	48.0	99.2732058444349	2.7494014365522745			
D5	MC26	MC26	coral	M5-33	89.0		Xie Mei	89.0	98.12329895430452	2.6097366320830004			
AN11	MC26	MC26	coral	A2M-17	3.0		Xie Mei	158.0	98.55816436822025	3.7906801454287486			
GNM926926003742	MC26		marine ranching	YTSB060	54.0		Huang Yanyan	54.0	98.8374939771588	3.936552274541101			submerged
GNM4676	MC26	MC26	coral	HKCCD7176	39.0	LuoLab	Luo Danli	39.0	98.89335989894649	3.3889775649552183			
AE10	MC26	MC26	coral	Y407	85.0		Xie Mei	85.0	98.94922582073418	3.770728030504567			
GNM013035905	MC26		brown algae	HKCCA4698	35.0	LuoLab	Chu Xiao	35.0	98.89335989894649	3.618426886583311			submerged
GNM3544	MC26	MC26	coral	HKCCD6457	40.0	LuoLab	Luo Danli	40.0	98.89335989894649	3.27414205905826			
GNM013035945	MC26		brown algae	HKCCA4734	57.0	LuoLab	Chu Xiao	57.0	98.89335989894649	3.637270550678372			submerged
AM6	MC26	MC26	coral	A2S-19	156.0		Xie Mei	156.0	98.89335989894649	3.991625227658747			
GNM526588000141	MC26		bare flat	HKCCSA041	57.0		Jesse McNichol	57.0	98.57911408889062	3.732784905969264			intertidal
GNM526588001058	MC26		mangrove	HKCCE4114	49.0		Zhou Zhichao	49.0	98.57911408889062	2.9449321628092577			intertidal
GNM013035755	MC26		brown algae	HKCCA5443	40.0	LuoLab	Chu Xiao	40.0	98.57911408889062	3.1544293695131684			submerged
D4	MC26	MC26	coral	M5-31	55.0		Xie Mei	55.0	98.57911408889062	3.1544293695131684			
A1	MC26	MC26	coral	M2-4	85.0		Xie Mei	85.0	98.57911408889062	3.3034051609470607			
GNM526588003448	MC26		bare flat	SZCCYKE003	61.0		Huang Yanyan	61.0	98.61403029000792	3.9941917176554047			intertidal
GNM926926003617	MC26		natural sea area	CDSA196	65.0		Huang Yanyan	65.0	98.61403029000792	4.6459608051786825			submerged
GNM926926003621	MC26		natural sea area	CDSA228	63.0		Huang Yanyan	63.0	98.61403029000792	4.2735213265939525			submerged
GNM926926003630	MC26		natural sea area	CDSA258	56.0		Huang Yanyan	56.0	98.61403029000792	4.2735213265939525			submerged
GNM526588003432	MC26		bare flat	SZCCYKD087	77.0		Huang Yanyan	77.0	98.1601196754828	4.9020129467056845			intertidal
K7	MC26	MC26	coral	S171	52.0		Xie Mei	52.0	98.83516623041764	3.109647956016671			
GNM926926003636	MC26		natural sea area	CDSB032	71.0		Huang Yanyan	71.0	98.61403029000792	3.575197304247584			submerged
GNM926926003646	MC26		natural sea area	CDSB136	64.0		Huang Yanyan	64.0	98.61403029000792	2.9699831515473973			submerged
GNM526588001498	MC26		bare flat	HKCCSP297	52.0		Ren Minglei	52.0	99.2732058444349	3.3034051609470607			intertidal
GNM013035785	MC26		brown algae	HKCCA5371	51.0	LuoLab	Chu Xiao	51.0	99.2732058444349	3.20098430433626			submerged
BG6	MC26	MC36	coral	A27	58.0		Xie Mei	58.0	99.2732058444349	3.759643522213355			
GNM4291	MC26	MC36	coral	HKCCD6397	47.0	LuoLab	Luo Danli	47.0	99.20337344220026	3.349960095770152			
GNM526588001059	MC26		mangrove	HKCCE4124	59.0		Zhou Zhichao	59.0	99.20337344220026	3.349960095770152			intertidal
AB8	MC34	MC34	coral	M4-7	140.0		Xie Mei	140.0	99.3290717662226	3.516227720138335			
N11	MC34	MC34	coral	Y733	82.0		Xie Mei	82.0	99.2825168313995	3.288108539505188			
FN9	MC26		mussel	mussel2-76	37.0		Xie Mei	37.0	99.13354103996564	2.9389465283320035			intertidal
FG10	MC26		Halophila ovalis	ZJTAS010	115.0		Huang Yanyan	115.0	99.2732058444349	3.185465992728563			intertidal
GNM526588001660	MC288		bare flat	HKCCSP365	42.0		Ren Minglei	42.0	99.4827030511388	3.121840915137004			intertidal
GNM013035545	MC26		brown algae	HKCCA5913	34.0	LuoLab	Chu Xiao	34.0	99.2732058444349	2.4467943602021816			submerged
GNM4649	MC27	MC27	coral	HKCCD6647-2	23.0		Luo Danli	23.0	98.81717909650872	4.056264964086194			
GNM3559	MC27	MC27	coral	HKCCD6647	33.0		Luo Danli	33.0	98.53784948757016	4.149374833732376			
GNM4698	MC27	MC27	coral	HKCCD7312	30.0		Luo Danli	30.0	98.7822628953914	4.614924181963288			
GNM6322	MC27	MC27	coral	HKCCD9138	30.0		Luo Danli	30.0	98.50293328645284	4.12609736632083			
GNM3892	MC22	MC22	coral	HKCCD5871-2	23.0		Luo Danli	23.0	98.40262856324308	5.264902695070293			
GNM3538	MC22	MC22	coral	HKCCD6426	20.0		Luo Danli	20.0	98.40262856324308	5.54423230400884			
GNM4677	MC22	MC22	coral	HKCCD7181	37.0		Luo Danli	37.0	98.2489972783269	5.871907422186752			
CE12	MC89	MC89	coral	CE12	82.0		Luo Danli	82.0	99.2732058444349	5.460433421327275			
GNM6428	MC108	MC108	coral	HKCCD8929-2	26.0	LuoLab	Luo Danli	26.0	99.3290717662226	3.4676775738228254			
FK11	MC297		Zostera japonica	ZJTAS006	139.0		Huang Yanyan	139.0	99.55253545337344	1.6121308858739023			intertidal
FK10	MC297		Zostera japonica	ZJTAL018	131.0		Huang Yanyan	131.0	99.55253545337344	1.5777518570814657			intertidal
FM5	MC297		oyster	oyster28	74.0		Xie Mei	74.0	99.2732058444349	2.564716475331			subtidal
CH6	MC93	MC93	coral	M5-I-1	62.0		Xie Mei	62.0	98.99387623549636	3.4976057462090986			
GNM526588000029	MC272		coral	1A07696	124.0		Shao Zongze	124.0	98.7145466265578	2.732109603617984			
AM1	MC75	MC75	coral	A2S-11	44.0		Xie Mei	44.0	98.7960177624982	1.8619757027578256			
BG11	MC54	MC54	coral	A39	74.0		Xie Mei	74.0	98.18339714289436	2.838103584077951			
GNM6433	MC54	MC54	coral	HKCCD9203	33.0	LuoLab	Luo Danli	33.0	98.18339714289436	2.688658331116432			
GNM013033205	MC54		brown algae	HKCCA0208	37.0	LuoLab	Chu Xiao	37.0	98.18339714289436	2.9679879400549787			submerged
B8	MC50	MC50	coral	M3-52	43.0		Xie Mei	43.0	98.87981664517976	2.707280305045668			
B10	MC50	MC50	coral	M3-58	40.0		Xie Mei	40.0	98.87981664517976	2.707280305045668			
B9	MC50	MC50	coral	M3-57	42.0		Xie Mei	42.0	98.87981664517976	2.707280305045668			
GNM013033145	MC50		brown algae	HKCCA0310	29.0	LuoLab	Chu Xiao	29.0	98.87981664517976	2.707280305045668			submerged
GNM6420	MC50	MC50	coral	HKCCD9203-2	32.0	LuoLab	Luo Danli	32.0	98.87981664517976	2.707280305045668			
GNM526588002886	MC50		coral	HKCCA523	34.0		Luo Danli	34.0	98.86585016473283	2.6684845260264254			
GNM526588002938	MC50		bare flat	SZCCDBA523	34.0		Lin Xingqin	34.0	98.86585016473283	2.6684845260264254			intertidal
GNM526588002962	MC50		bare flat	SZCCDBDL0213	34.0		Lin Xingqin	34.0	98.86585016473283	2.6684845260264254			intertidal
GNM526588002889	MC50		coral	HKCCD10213	34.0		Luo Danli	34.0	98.86585016473283	2.6684845260264254			
GNM013034065	MC50		brown algae	HKCCA5689	40.0	LuoLab	Chu Xiao	40.0	98.86585016473283	2.637447902811032			submerged
GNM013034055	MC50		brown algae	HKCCA5681	35.0	LuoLab	Chu Xiao	35.0	98.93568256696749	2.637447902811032			submerged
C8	MC24	MC24	coral	M4-34	47.0		Xie Mei	47.0	99.13121329322446	2.777112707280305			
AI3	MC24	MC24	coral	M2-9	112.0		Xie Mei	112.0	99.13121329322446	3.3178351753770747			
GNM4292	MC24	MC24	coral	HKCCD6401	33.0	LuoLab	Luo Danli	33.0	99.13121329322446	2.870222576926487			
FP11	MC24		mussel	CS-7	44.0		Xie Mei	44.0	99.13121329322446	2.777112707280305			subtidal
GNM013034335	MC261		brown algae	HKCCA4742	35.0	LuoLab	Chu Xiao	35.0	99.10627314956923	2.241730956814756			submerged
GNM013034255	MC261		brown algae	HKCCA4748	32.0	LuoLab	Chu Xiao	32.0	99.1661294943418	2.521060565753303			submerged
GNM013033925	MC261		brown algae	HKCCA5917	38.0	LuoLab	Chu Xiao	38.0	99.0364407473346	2.241730956814756			submerged
GNM013033665	MC284		brown algae	HKCCA6158	43.0	LuoLab	Chu Xiao	43.0	98.94911187508954	3.5452691318613105			submerged
GNM013033955	MC278		brown algae	HKCCA5916	31.0	LuoLab	Chu Xiao	31.0	98.95663228763787	2.895616177739082			submerged
BG2	MC48	MC48	coral	A12	30.0		Xie Mei	30.0	98.95896003437905	3.5008303304392694			
BG3	MC48	MC48	coral	A13	28.0		Xie Mei	28.0	98.95896003437905	3.5008303304392694			
CL3	MC113	MC113	coral	F1T-36	37.0		Xie Mei	37.0	98.9351453946426	2.637447902811032			
GNM4699	MC37	MC37	coral	HKCCD7314	39.0	LuoLab	Luo Danli	39.0	98.9705987680848	2.0089562826992995			
GNM6390	MC37	MC37	coral	HKCCD9079	29.0	LuoLab	Luo Danli	29.0	98.67730267869932	2.753835239868759			
AO2	MC44	MC44	coral	A2M-20	34.0		Xie Mei	34.0	99.04043117031944	3.196107120688126			
AO10	MC44	MC44	coral	A2M-34	76.0		Xie Mei	76.0	99.04043117031944	3.196107120688126			
AP3	MC44	MC44	coral	A2M-47	39.0		Xie Mei	39.0	99.04043117031944	3.196107120688126			
AP1	MC44	MC44	coral	A2M-39	34.0		Xie Mei	34.0	99.04043117031944	3.196107120688126			
AO3	MC44	MC44	coral	A2M-22	34.0		Xie Mei	34.0	98.9705987680848	3.196107120688126			
AN12	MC44	MC44	coral	A2M-18	104.0		Xie Mei	104.0	99.04043117031944	3.36012373721871			
AO9	MC44	MC44	coral	A2M-33	54.0		Xie Mei	54.0	99.04043117031944	3.196107120688126			
AO1	MC44	MC44	coral	A2M-19	5.0		Xie Mei	33.0	99.04043117031944	4.569477697969318			
AO4	MC44	MC44	coral	A2M-27	36.0		Xie Mei	36.0	98.9705987680848	3.196107120688126			
AO12	MC44	MC44	coral	A2M-38	72.0		Xie Mei	72.0	99.04043117031944	2.9167775117495784			
AP6	MC44	MC44	coral	A2M-52	35.0		Xie Mei	35.0	99.04043117031944	3.196107120688126			
AO7	MC44	MC44	coral	A2M-30	48.0		Xie Mei	48.0	99.04043117031944	3.265939522922763			
AN8	MC44	MC44	coral	A1M-11	79.0		Xie Mei	79.0	99.04043117031944	3.084375277112707			
GNM6294	MC25	MC25	coral	HKCCD9198	30.0	LuoLab	Luo Danli	30.0	98.85188368428592	2.334840826460938			
GNM6460	MC25	MC25	coral	HKCCD9110	29.0	LuoLab	Luo Danli	29.0	98.78849734994988	2.2696639177086104			
BG9	MC25	MC25	coral	A34	43.0		Xie Mei	43.0	98.78849734994988	2.1486210871685736			
CJ1	MC25	MC25	coral	A2M-7	46.0		Xie Mei	46.0	98.78849734994988	2.660725370222577			
AL11	MC25	MC25	coral	A2S-8	102.0		Xie Mei	102.0	98.92816215441914	2.474505630930212			
AG1	MC64	MC64	coral	M5-34	39.0		Xie Mei	39.0	98.9915484887552	2.528819721557152			
D2	MC64	MC64	coral	M5-27	49.0		Xie Mei	49.0	98.9915484887552	2.458987319322515			
AB12	MC63	MC63	coral	38	63.0		Xie Mei	63.0	98.9915484887552	2.7150394608495168			
AF12	MC63	MC63	coral	47	106.0		Xie Mei	106.0	98.9915484887552	3.669415624722887			
CK3	MC78	MC78	coral	F2M-18	37.0		Xie Mei	37.0	98.77506804182782	2.893500044338033			
GNM017743995	MC264		coral	Ruegeria sp. R13_0	56.0	Others	-	56.0	98.01622260421144	5.422763146226834			
GNM013033155	MC30		brown algae	HKCCA0503	24.0	LuoLab	Chu Xiao	24.0	98.01389485747028	1.813425556442316			submerged
GNM6347	MC30	MC30	coral	HKCCD8715	28.0	LuoLab	Luo Danli	28.0	98.01389485747028	1.813425556442316			
GNM013034305	MC30		brown algae	HKCCA4785	33.0	LuoLab	Chu Xiao	33.0	98.01389485747028	1.813425556442316			submerged
GNM013034375	MC30		brown algae	HKCCA4709	38.0	LuoLab	Chu Xiao	38.0	98.0488110585876	1.585306375809169			submerged
GNM013034355	MC30		brown algae	HKCCA4710	40.0	LuoLab	Chu Xiao	40.0	98.0488110585876	1.585306375809169			submerged
GNM013034325	MC30		brown algae	HKCCA4717	30.0	LuoLab	Chu Xiao	30.0	98.0488110585876	1.585306375809169			submerged
GNM4639	MC30	MC30	coral	HKCCD6461	31.0	LuoLab	Luo Danli	31.0	98.15355966193955	1.7296266737607522			
GNM013033855	MC30		brown algae	HKCCC1047	41.0	LuoLab	Chu Xiao	41.0	98.12252303872414	1.6504832845614965			submerged
FP3	MC30		mussel	TS-10	50.0		Xie Mei	50.0	98.03896289929808	2.1807491081234094			subtidal
FP2	MC30		mussel	TS-7	37.0		Xie Mei	37.0	98.03896289929808	2.191833616414622			subtidal
FP7	MC30		mussel	CN-3	37.0		Xie Mei	37.0	98.00458387050566	2.8591210155455964			intertidal
GNM013033945	MC276		brown algae	HKCCA5816	37.0	LuoLab	Chu Xiao	37.0	98.20190517117892	1.409949454642192			submerged
GNM013034275	MC275		brown algae	HKCCA4749	55.0	LuoLab	Chu Xiao	55.0	97.97956548326248	1.2547663385652212			submerged
FO5	MC301		Nan algae	Nan7	136.0		Xiang Nan	136.0	97.67869932674402	3.445508557240401	Nan algae		submerged
GNM926926003754	MC262		marine ranching	YTSC213	28.0		Huang Yanyan	28.0	97.96966766938831	2.381395761284029			submerged
GNM926926003751	MC262		marine ranching	YTSC192	27.0		Huang Yanyan	27.0	97.96966766938831	2.381395761284029			submerged
AB5	MC105	MC105	coral	M4-2	93.0		Xie Mei	93.0	97.9111484418747	4.867190537581599			
GNM013033215	MC105		brown algae	HKCCA0065	44.0	LuoLab	Chu Xiao	44.0	98.05081324634398	5.309462418400965			submerged
GNM926926003728	MC255		marine ranching	YTSA168	36.0		Huang Yanyan	36.0	98.46103384511208	2.8019420058526205			submerged
GNM926926003710	MC255		marine ranching	YTSA074	39.0		Huang Yanyan	39.0	98.46103384511208	2.708832136206438			submerged
GNM926926003711	MC255		marine ranching	YTSA075	37.0		Huang Yanyan	37.0	98.46103384511208	2.708832136206438			submerged
AH7	MC19	MC19	coral	S5-184	27.0		Xie Mei	27.0	98.7147582398979	3.0303937217345043			
H3	MC19	MC19	coral	L158	42.0		Xie Mei	42.0	98.65832801586993	2.2572492684224525			
FO9	MC19		mussel	TN-3	33.0		Xie Mei	33.0	98.6837216166825	3.095238095238096			intertidal
AH2	MC19	MC19	coral	S5-155	99.0		Xie Mei	99.0	98.6837216166825	2.980966891581417			
I1	MC19	MC19	coral	S4-132	32.0		Xie Mei	32.0	98.6837216166825	2.5365788773610003			
H1	MC19	MC19	coral	L151	42.0		Xie Mei	42.0	98.6837216166825	1.9779196594839048			
H2	MC19	MC19	coral	L153	33.0		Xie Mei	33.0	98.6837216166825	1.9779196594839048			
H4	MC19	MC19	coral	L180	5.0		Xie Mei	7.0	98.32313248514367	3.0254056930034583			
FN7	MC302		mussel	mussel2-71	73.0		Xie Mei	73.0	98.91028896615488	3.374567704176642			subtidal
AH12	MC90	MC90	coral	S5-224	240.0		Xie Mei	240.0	98.76131317472098	4.421337507929687			
GNM013033575	MC263		brown algae	HKCCA6533	11.0	LuoLab	Chu Xiao	11.0	98.58905991587557	1.9918861399308323			submerged
GNM013033045	MC23		brown algae	HKCCA0209	19.0	LuoLab	Chu Xiao	19.0	98.61910901017046	1.596169193934557			submerged
FM3	MC23		oyster	oyster4	26.0		Xie Mei	26.0	99.22432316287066	3.328012769353552			subtidal
BG5	MC23	MC23	coral	A15	20.0		Xie Mei	20.0	99.22432316287066	3.039372173450386			
GNM3537	MC23	MC23	coral	HKCCD6421	15.0	LuoLab	Luo Danli	15.0	99.22432316287066	2.9462623038042035			
GNM013033555	MC23		brown algae	HKCCA6601	28.0	LuoLab	Chu Xiao	28.0	98.60979802320584	2.733183948267747			submerged
GNM013033545	MC23		brown algae	HKCCA6604	32.0	LuoLab	Chu Xiao	32.0	98.60979802320584	2.733183948267747			submerged
K5	MC23	MC23	coral	S169	34.0		Xie Mei	34.0	99.02879243661368	3.2023144453312047			
C12	MC23	MC23	coral	M5-14	26.0		Xie Mei	26.0	98.8891276321444	1.8951951214521048			
H7	MC23	MC23	coral	L210	25.0		Xie Mei	25.0	99.22432316287066	3.258180367118915			
P11	MC153	MC153	coral	Y925	37.0		Xie Mei	37.0	99.12190230625984	2.932295823357276			
N4	MC153	MC153	coral	Y567	35.0		Xie Mei	35.0	99.12190230625984	2.932295823357276			
AP12	MC23	MC23	coral	A2S-2	362.0		Xie Mei	362.0	99.12190230625984	5.067090456919573			
FO10	MC303		mussel	TN-6	36.0		Xie Mei	36.0	99.12190230625984	2.3643256185155623			intertidal
AD6	MC23	MC23	coral	M11-80	37.0		Xie Mei	37.0	98.64417705199828	1.852221335461559			
GNM013035465	MC286		brown algae	HKCCA6196	16.0	LuoLab	Chu Xiao	16.0	98.66566394499355	1.8754988028731048			submerged
GNM3491	MC57	MC57	coral	HKCCD4811	21.0	LuoLab	Luo Danli	21.0	99.22432316287066	3.002128225591912			
GNM3492	MC57	MC57	coral	HKCCD4871	21.0	LuoLab	Luo Danli	21.0	99.22432316287066	3.002128225591912			
FF11	MC7		Halophila ovalis	ZJTAL020	68.0		Huang Yanyan	68.0	98.2994589209673	1.813425556442316			intertidal
FG1	MC7		Halophila ovalis	ZJTAS019	233.0		Huang Yanyan	233.0	97.96426339024104	3.257702880607909			intertidal
FF7	MC7		Halophila ovalis	HOTBL026	84.0		Huang Yanyan	84.0	98.68142099985675	1.793473441518134			intertidal
FF12	MC7		Halophila ovalis	ZJTAS009	80.0		Huang Yanyan	80.0	98.68142099985675	1.793473441518134			intertidal
FL1	MC7		Zostera japonica	ZJTCS002	125.0		Huang Yanyan	125.0	98.68142099985675	1.989004167775117			intertidal
FH11	MC7		Zostera japonica	HODAS002	382.0		Huang Yanyan	382.0	98.98435363519164	23.62376500521423			intertidal
FH9	MC7		Zostera japonica	ZJTAS023	68.0		Huang Yanyan	68.0	98.8619977167463	1.793473441518134			intertidal
FI5	MC7		Zostera japonica	ZJTAS002	70.0		Huang Yanyan	70.0	98.89303433996172	1.793473441518134			intertidal
FH12	MC7		Zostera japonica	HOTBL014	158.0		Huang Yanyan	158.0	98.89303433996172	2.6827936185478083			intertidal
FI2	MC7		Zostera japonica	ZJDAS005	66.0		Huang Yanyan	66.0	98.89303433996172	1.5606987674026778			intertidal
FH7	MC7		Zostera japonica	ZJTAS001	65.0		Huang Yanyan	65.0	98.89303433996172	1.793473441518134			intertidal
FI4	MC7		Zostera japonica	ZJDCS009	713.0		Huang Yanyan	713.0	64.89982226303292	0.8379888268156425			intertidal
AF3	MC7	MC7	coral	Y448	6.0		Xie Mei	46.0	99.23232106193	5.055986843696341			
N10	MC7	MC7	coral	Y728	66.0		Xie Mei	66.0	99.40302248961468	3.2447781889122664			
AG10	MC7	MC7	coral	Y732	77.0		Xie Mei	77.0	99.40302248961468	3.888788120631697			
FH6	MC7		Zostera japonica	ZJDCS008	69.0		Huang Yanyan	69.0	98.89303433996172	1.5700097543672962			intertidal
AL2	MC7	MC7	coral	Y533	79.0		Xie Mei	79.0	98.89303433996172	1.793473441518134			
FK12	MC7		Zostera japonica	ZJTAS016	81.0		Huang Yanyan	81.0	98.7597179356956	1.6266515917353908			intertidal
FJ7	MC7		Zostera japonica	HODAS004	57.0		Huang Yanyan	57.0	98.6835371332578	1.5606987674026778			intertidal
FF6	MC7		Halophila ovalis	HODAS009	38.0		Huang Yanyan	38.0	98.6835371332578	1.2813691584641305			intertidal
M2	MC7	MC7	coral	Y89	63.0		Xie Mei	63.0	98.54387232878854	1.793473441518134			
AG7	MC7	MC7	coral	Y75	59.0		Xie Mei	59.0	98.54387232878854	1.793473441518134			
M6	MC7	MC7	coral	Y98	60.0		Xie Mei	60.0	98.54387232878854	1.793473441518134			
FF8	MC7		Halophila ovalis	ZJDAL009	67.0		Huang Yanyan	67.0	98.61370473102318	1.7003635718719516			intertidal
FG2	MC7		Halophila ovalis	AC02	99.0		Huang Yanyan	99.0	98.61370473102318	1.7003635718719516			intertidal
GNM526588003198	MC7		Spartina	CRTC009	68.0		Song Zenglei	68.0	99.70562956596476	2.294493216280926			intertidal
GNM526588003433	MC7		bare flat	SZCCYKD101	75.0		Huang Yanyan	75.0	99.70562956596476	2.853152434158021			intertidal
GNM526588003459	MC7		bare flat	SZCCYKE120	73.0		Huang Yanyan	73.0	99.70562956596476	2.3055777245721383			intertidal
